PeXrefScanner report for C:\servers\scum\SCUM\Binaries\Win64\SCUMServer.exe 
ImageBase=0x140000000 
Searched strings: 
  [UTF-16] "Player must be developer" @ VA 0x1459550e0 
  [UTF-16] "Not authorized to execute command" @ VA 0x145955180 
  [UTF-16] "Command is on cooldown. Try again later." @ VA 0x145955120 
  [UTF-16] "Command is disabled in shipping build" @ VA 0x145955090 
 
=== XREF: [UTF-16] "Command is on cooldown. Try again later." at VA 0x1418c7c75 (file offset 0x18c7275) === 
  0x1418c7ae5  xor [rax-0x75], cl 
  0x1418c8206  mov r8, rbx
  0x1418c8209  add r8, r8
  0x1418c820c  mov rdx, rdi
  0x1418c820f  call 0x000000014508A99B
  0x1418c8214  movsxd rbx, dword ptr [0x00000001474224F8]
  <decode failed at file offset 0x18c781b>
  <decode failed at file offset 0x18c781c>

=== XREF: [UTF-16] "Player must be developer" at VA 0x1418c7fd0 (file offset 0x18c75d0) ===
  0x1418c7e40  mov [r8+0x08], edx
  0x1418c7e44  cmp ecx, 0x15
  0x1418c7e47  jz 0x00000001418C7E5C
  0x1418c7e49  mov edx, 0x15
  0x1418c7e4e  mov rcx, rbx
  0x1418c7e51  call 0x0000000140919310
  0x1418c7e56  mov edx, [rbx+0x08]
  0x1418c7e59  mov ecx, [rbx+0x0C]
  0x1418c7e5c  lea eax, [rdx+0x15]
  0x1418c7e5f  mov [rbx+0x08], eax
  0x1418c7e62  cmp eax, ecx
  0x1418c7e64  jle 0x00000001418C7E6E
  0x1418c7e66  mov rcx, rbx
  0x1418c7e69  call 0x0000000140918E20
  0x1418c7e6e  movups xmm0, [0x0000000145955060]
  0x1418c7e75  mov rcx, [rbx]
  0x1418c7e78  movups [rcx], xmm0
  0x1418c7e7b  movups xmm1, [0x0000000145955070]
  0x1418c7e82  movups [rcx+0x10], xmm1
  0x1418c7e86  movsd xmm0, qword ptr [0x0000000145955080]
  0x1418c7e8e  movsd [rcx+0x20], xmm0
  0x1418c7e93  movzx eax, word ptr [0x0000000145955088]
  0x1418c7e9a  mov [rcx+0x28], ax
  0x1418c7e9e  xor al, al
  0x1418c7ea0  mov rbx, [rsp+0x30]
  0x1418c7ea5  add rsp, 0x20
  0x1418c7ea9  pop rdi
  0x1418c7eaa  ret
  0x1418c7eab  cmp byte ptr [rcx+0x51], 0x00
  0x1418c7eaf  jnz 0x00000001418C7F55
  0x1418c7eb5  lea rax, [0x0000000145955090]
  0x1418c7ebc  cmp [r8], rax
  0x1418c7ebf  jz 0x00000001418C7FD9
  0x1418c7ec5  mov ecx, [r8+0x0C]
  0x1418c7ec9  xor edx, edx
  0x1418c7ecb  mov [r8+0x08], edx
  0x1418c7ecf  cmp ecx, 0x27
  0x1418c7ed2  jz 0x00000001418C7EE7
  0x1418c7ed4  mov edx, 0x27
  0x1418c7ed9  mov rcx, rbx
  0x1418c7edc  call 0x0000000140919310
  0x1418c7ee1  mov edx, [rbx+0x08]
  0x1418c7ee4  mov ecx, [rbx+0x0C]
  0x1418c7ee7  lea eax, [rdx+0x27]
  0x1418c7eea  mov [rbx+0x08], eax
  0x1418c7eed  cmp eax, ecx
  0x1418c7eef  jle 0x00000001418C7EF9
  0x1418c7ef1  mov rcx, rbx
  0x1418c7ef4  call 0x0000000140918E20
  0x1418c7ef9  movaps xmm0, [0x0000000145955090]
  0x1418c7f00  mov rcx, [rbx]
  0x1418c7f03  movups [rcx], xmm0
  0x1418c7f06  movaps xmm1, [0x00000001459550A0]
  0x1418c7f0d  movups [rcx+0x10], xmm1
  0x1418c7f11  movaps xmm0, [0x00000001459550B0]
  0x1418c7f18  movups [rcx+0x20], xmm0
  0x1418c7f1c  movaps xmm1, [0x00000001459550C0]
  0x1418c7f23  movups [rcx+0x30], xmm1
  0x1418c7f27  movsd xmm0, qword ptr [0x00000001459550D0]
  0x1418c7f2f  movsd [rcx+0x40], xmm0
  0x1418c7f34  mov eax, [0x00000001459550D8]
  0x1418c7f3a  mov [rcx+0x48], eax
  0x1418c7f3d  movzx eax, word ptr [0x00000001459550DC]
  0x1418c7f44  mov [rcx+0x4C], ax
  0x1418c7f48  xor al, al
  0x1418c7f4a  mov rbx, [rsp+0x30]
  0x1418c7f4f  add rsp, 0x20
  0x1418c7f53  pop rdi
  0x1418c7f54  ret
  0x1418c7f55  mov rcx, rdx
  0x1418c7f58  call 0x0000000141A4D050
  0x1418c7f5d  mov rcx, rax
  0x1418c7f60  call 0x0000000141F24E20
  0x1418c7f65  cmp byte ptr [rdi+0x52], 0x04
  0x1418c7f69  jnz 0x00000001418C7FE6
  0x1418c7f6b  test al, al
  0x1418c7f6d  jnz 0x00000001418C7FE6
  0x1418c7f6f  lea rax, [0x00000001459550E0]
  0x1418c7f76  cmp [rbx], rax
  0x1418c7f79  jz 0x00000001418C7FD9
  0x1418c7f7b  mov ecx, [rbx+0x0C]
  0x1418c7f7e  xor edx, edx
  0x1418c7f80  mov [rbx+0x08], edx
  0x1418c7f83  cmp ecx, 0x1A
  0x1418c7f86  jz 0x00000001418C7F9B
  0x1418c7f88  mov edx, 0x1A
  0x1418c7f8d  mov rcx, rbx
  0x1418c7f90  call 0x0000000140919310
  0x1418c7f95  mov edx, [rbx+0x08]
  0x1418c7f98  mov ecx, [rbx+0x0C]
  0x1418c7f9b  lea eax, [rdx+0x1A]
  0x1418c7f9e  mov [rbx+0x08], eax
  0x1418c7fa1  cmp eax, ecx
  0x1418c7fa3  jle 0x00000001418C7FAD
  0x1418c7fa5  mov rcx, rbx
  0x1418c7fa8  call 0x0000000140918E20
  0x1418c7fad  movups xmm0, [0x00000001459550E0]
  0x1418c7fb4  mov rcx, [rbx]
  0x1418c7fb7  movups [rcx], xmm0
  0x1418c7fba  movups xmm1, [0x00000001459550F0]
  0x1418c7fc1  movups [rcx+0x10], xmm1
  0x1418c7fc5  movups xmm0, [0x0000000145955100]
  0x1418c7fcc  movups [rcx+0x20], xmm0
  0x1418c7fd0  mov eax, [0x0000000145955110] <== XREF HERE
  0x1418c7fd6  mov [rcx+0x30], eax
  0x1418c7fd9  xor al, al
  0x1418c7fdb  mov rbx, [rsp+0x30]
  0x1418c7fe0  add rsp, 0x20
  0x1418c7fe4  pop rdi
  0x1418c7fe5  ret
  0x1418c7fe6  mov rbx, [rsp+0x30]
  0x1418c7feb  mov al, 0x01
  0x1418c7fed  add rsp, 0x20
  0x1418c7ff1  pop rdi
  0x1418c7ff2  ret
  0x1418c7ff3  int3
  0x1418c7ff4  int3
  0x1418c7ff5  int3
  0x1418c7ff6  int3
  0x1418c7ff7  int3
  0x1418c7ff8  int3
  0x1418c7ff9  int3
  0x1418c7ffa  int3
  0x1418c7ffb  int3
  0x1418c7ffc  int3
  0x1418c7ffd  int3
  0x1418c7ffe  int3
  0x1418c7fff  int3
  0x1418c8000  test rdx, rdx
  0x1418c8003  jz 0x00000001418C8608
  0x1418c8009  push rbp
  0x1418c800a  push rsi
  0x1418c800b  push r13
  0x1418c800d  lea rbp, [rsp-0x50]
  0x1418c8012  sub rsp, 0x150
  0x1418c8019  mov rax, [0x00000001473D54D8]
  0x1418c8020  xor rax, rsp
  0x1418c8023  mov [rbp+0x20], rax
  0x1418c8027  mov rsi, rdx
  0x1418c802a  mov [rsp+0x30], rdx
  0x1418c802f  lea rdx, [0x0000000147422560]
  0x1418c8036  mov [rsp+0x50], rcx
  0x1418c803b  mov r13, rcx
  0x1418c803e  call 0x00000001418E9B20
  0x1418c8043  test eax, eax
  0x1418c8045  js 0x00000001418C85F1
  0x1418c804b  cmp eax, [r13+0x228]
  0x1418c8052  jnl 0x00000001418C85F1
  0x1418c8058  mov [rsp+0x148], rdi
  0x1418c8060  cdqe
  0x1418c8062  imul rdi, rax, 0x70
  0x1418c8066  add rdi, [r13+0x220]
  0x1418c806d  jz 0x00000001418C85E9
  0x1418c8073  mov [rsp+0x180], rbx
  0x1418c807b  mov [rsp+0x138], r14
  0x1418c8083  xor r14d, r14d
  0x1418c8086  mov ebx, r14d
  0x1418c8089  cmp [rdi+0x18], ebx
  0x1418c808c  jle 0x00000001418C85D9
  0x1418c8092  mov rax, [rdi+0x10]
  0x1418c8096  mov rdx, rsi
  0x1418c8099  movsxd rcx, ebx
  0x1418c809c  lea rcx, [rax+rcx*8]
  0x1418c80a0  call 0x000000014091A380
  0x1418c80a5  test al, al
  0x1418c80a7  jnz 0x00000001418C80B5
  0x1418c80a9  inc ebx
  0x1418c80ab  cmp ebx, [rdi+0x18]
  0x1418c80ae  jl 0x00000001418C8092
  0x1418c80b0  jmp 0x00000001418C85D9
  0x1418c80b5  movsxd rbx, dword ptr [0x00000001474224A8]
  0x1418c80bc  mov rdi, [0x00000001474224A0]
  0x1418c80c3  mov [rsp+0x140], r12
  0x1418c80cb  mov [rsp+0x130], r15
  0x1418c80d3  mov [rsp+0x20], r14
  0x1418c80d8  mov [rsp+0x2C], r14d
  0x1418c80dd  mov [rsp+0x60], r14
  0x1418c80e2  mov [rsp+0x68], ebx
  0x1418c80e6  test ebx, ebx
  0x1418c80e8  jnz 0x00000001418C80F1
  0x1418c80ea  mov [rsp+0x6C], r14d
  0x1418c80ef  jmp 0x00000001418C8113
  0x1418c80f1  xor r8d, r8d
  0x1418c80f4  lea rcx, [rsp+0x60]
  0x1418c80f9  mov edx, ebx
  0x1418c80fb  call 0x0000000140918AE0
  0x1418c8100  mov rcx, [rsp+0x60]
  0x1418c8105  mov r8, rbx
  0x1418c8108  add r8, r8
  0x1418c810b  mov rdx, rdi
  0x1418c810e  call 0x000000014508A99B
  0x1418c8113  movsxd rbx, dword ptr [0x00000001474224B8]
  0x1418c811a  mov rdi, [0x00000001474224B0]
  0x1418c8121  mov [rsp+0x70], r14
  0x1418c8126  mov [rsp+0x78], ebx
  0x1418c812a  test ebx, ebx
  0x1418c812c  jnz 0x00000001418C8135
  0x1418c812e  mov [rsp+0x7C], r14d
  0x1418c8133  jmp 0x00000001418C8157
  0x1418c8135  xor r8d, r8d
  0x1418c8138  lea rcx, [rsp+0x70]
  0x1418c813d  mov edx, ebx
  0x1418c813f  call 0x0000000140918AE0
  0x1418c8144  mov rcx, [rsp+0x70]
  0x1418c8149  mov r8, rbx
  0x1418c814c  add r8, r8
  0x1418c814f  mov rdx, rdi
  0x1418c8152  call 0x000000014508A99B
  0x1418c8157  movsxd rbx, dword ptr [0x00000001474224C8]
  0x1418c815e  mov rdi, [0x00000001474224C0]
  0x1418c8165  mov [rbp-0x80], r14
  0x1418c8169  mov [rbp-0x78], ebx
  0x1418c816c  test ebx, ebx
  0x1418c816e  jnz 0x00000001418C8176
  0x1418c8170  mov [rbp-0x74], r14d
  0x1418c8174  jmp 0x00000001418C8196
  0x1418c8176  xor r8d, r8d
  0x1418c8179  lea rcx, [rbp-0x80]
  0x1418c817d  mov edx, ebx
  0x1418c817f  call 0x0000000140918AE0
  0x1418c8184  mov rcx, [rbp-0x80]
  0x1418c8188  mov r8, rbx
  0x1418c818b  add r8, r8
  0x1418c818e  mov rdx, rdi
  0x1418c8191  call 0x000000014508A99B
  0x1418c8196  movsxd rbx, dword ptr [0x00000001474224D8]
  0x1418c819d  mov rdi, [0x00000001474224D0]
  0x1418c81a4  mov [rbp-0x70], r14
  0x1418c81a8  mov [rbp-0x68], ebx
  0x1418c81ab  test ebx, ebx
  0x1418c81ad  jnz 0x00000001418C81B5
  0x1418c81af  mov [rbp-0x64], r14d
  0x1418c81b3  jmp 0x00000001418C81D5
  0x1418c81b5  xor r8d, r8d
  0x1418c81b8  lea rcx, [rbp-0x70]
  0x1418c81bc  mov edx, ebx
  0x1418c81be  call 0x0000000140918AE0
  0x1418c81c3  mov rcx, [rbp-0x70]
  0x1418c81c7  mov r8, rbx
  0x1418c81ca  add r8, r8
  0x1418c81cd  mov rdx, rdi
  0x1418c81d0  call 0x000000014508A99B
  0x1418c81d5  movsxd rbx, dword ptr [0x00000001474224E8]
  0x1418c81dc  mov rdi, [0x00000001474224E0]
  0x1418c81e3  mov [rbp-0x60], r14
  0x1418c81e7  mov [rbp-0x58], ebx
  0x1418c81ea  test ebx, ebx
  0x1418c81ec  jnz 0x00000001418C81F4
  0x1418c81ee  mov [rbp-0x54], r14d
  0x1418c81f2  jmp 0x00000001418C8214
  0x1418c81f4  xor r8d, r8d
  0x1418c81f7  lea rcx, [rbp-0x60]
  0x1418c81fb  mov edx, ebx
  0x1418c81fd  call 0x0000000140918AE0
  0x1418c8202  mov rcx, [rbp-0x60]
  0x1418c8206  mov r8, rbx
  0x1418c8209  add r8, r8
  0x1418c820c  mov rdx, rdi
  0x1418c820f  call 0x000000014508A99B
  0x1418c8214  movsxd rbx, dword ptr [0x00000001474224F8]
  0x1418c821b  mov rdi, [0x00000001474224F0]
  0x1418c8222  mov [rbp-0x50], r14
  <decode failed at file offset 0x18c7826>
  0x1418c8227  pop rbp


Summary: decoded 22132011 instructions, found 20 xref(s).

=== FUNCTION DUMP: 0x14090A820:6144 at VA 0x14090a820 ===
  0x14090a820  ret 0x00
  0x14090a823  int3
  0x14090a824  int3
  0x14090a825  int3
  0x14090a826  int3
  0x14090a827  int3
  0x14090a828  int3
  0x14090a829  int3
  0x14090a82a  int3
  0x14090a82b  int3
  0x14090a82c  int3
  0x14090a82d  int3
  0x14090a82e  int3
  0x14090a82f  int3
  0x14090a830  push rbx
  0x14090a832  sub rsp, 0x20
  0x14090a836  lea rax, [0x000000014518FE00]
  0x14090a83d  mov rbx, rcx
  0x14090a840  mov [rcx], rax
  0x14090a843  test dl, 0x01
  0x14090a846  jz 0x000000014090A852
  0x14090a848  mov edx, 0x18
  0x14090a84d  call 0x000000014140BA20
  0x14090a852  mov rax, rbx
  0x14090a855  add rsp, 0x20
  0x14090a859  pop rbx
  0x14090a85a  ret
  0x14090a85b  int3
  0x14090a85c  int3
  0x14090a85d  int3
  0x14090a85e  int3
  0x14090a85f  int3
  0x14090a860  mov [rsp+0x08], rbx
  0x14090a865  push rdi
  0x14090a866  sub rsp, 0x20
  0x14090a86a  lea rax, [0x000000014518FE08]
  0x14090a871  mov rbx, rcx
  0x14090a874  mov [rcx], rax
  0x14090a877  mov edi, edx
  0x14090a879  mov rcx, [0x000000014749DAC0]
  0x14090a880  test rcx, rcx
  0x14090a883  jnz 0x000000014090A891
  0x14090a885  call 0x00000001429D9D50
  0x14090a88a  mov rcx, [0x000000014749DAC0]
  0x14090a891  mov rax, [rcx]
  0x14090a894  mov r8b, 0x01
  0x14090a897  mov rdx, [rbx+0x08]
  0x14090a89b  call [rax+0xA8]
  0x14090a8a1  test dil, 0x01
  0x14090a8a5  jz 0x000000014090A8B4
  0x14090a8a7  mov edx, 0x10
  0x14090a8ac  mov rcx, rbx
  0x14090a8af  call 0x000000014140BA20
  0x14090a8b4  mov rax, rbx
  0x14090a8b7  mov rbx, [rsp+0x30]
  0x14090a8bc  add rsp, 0x20
  0x14090a8c0  pop rdi
  0x14090a8c1  ret
  0x14090a8c2  int3
  0x14090a8c3  int3
  0x14090a8c4  int3
  0x14090a8c5  int3
  0x14090a8c6  int3
  0x14090a8c7  int3
  0x14090a8c8  int3
  0x14090a8c9  int3
  0x14090a8ca  int3
  0x14090a8cb  int3
  0x14090a8cc  int3
  0x14090a8cd  int3
  0x14090a8ce  int3
  0x14090a8cf  int3
  0x14090a8d0  mov [rsp+0x08], rbx
  0x14090a8d5  push rdi
  0x14090a8d6  sub rsp, 0x20
  0x14090a8da  lea rax, [0x000000014518FE08]
  0x14090a8e1  mov rbx, rcx
  0x14090a8e4  mov [rcx], rax
  0x14090a8e7  mov edi, edx
  0x14090a8e9  mov rcx, [0x000000014749DAC0]
  0x14090a8f0  test rcx, rcx
  0x14090a8f3  jnz 0x000000014090A901
  0x14090a8f5  call 0x00000001429D9D50
  0x14090a8fa  mov rcx, [0x000000014749DAC0]
  0x14090a901  mov rax, [rcx]
  0x14090a904  mov r8b, 0x01
  0x14090a907  mov rdx, [rbx+0x08]
  0x14090a90b  call [rax+0xA8]
  0x14090a911  test dil, 0x01
  0x14090a915  jz 0x000000014090A924
  0x14090a917  mov edx, 0x18
  0x14090a91c  mov rcx, rbx
  0x14090a91f  call 0x000000014140BA20
  0x14090a924  mov rax, rbx
  0x14090a927  mov rbx, [rsp+0x30]
  0x14090a92c  add rsp, 0x20
  0x14090a930  pop rdi
  0x14090a931  ret
  0x14090a932  int3
  0x14090a933  int3
  0x14090a934  int3
  0x14090a935  int3
  0x14090a936  int3
  0x14090a937  int3
  0x14090a938  int3
  0x14090a939  int3
  0x14090a93a  int3
  0x14090a93b  int3
  0x14090a93c  int3
  0x14090a93d  int3
  0x14090a93e  int3
  0x14090a93f  int3
  0x14090a940  mov rax, [rcx+0x10]
  0x14090a944  mov [rdx], rax
  0x14090a947  mov rax, rdx
  0x14090a94a  ret
  0x14090a94b  int3
  0x14090a94c  int3
  0x14090a94d  int3
  0x14090a94e  int3
  0x14090a94f  int3
  0x14090a950  push rbx
  0x14090a952  sub rsp, 0x20
  0x14090a956  mov rbx, rcx
  0x14090a959  test dl, 0x01
  0x14090a95c  jz 0x000000014090A968
  0x14090a95e  mov edx, 0x18
  0x14090a963  call 0x000000014140BA20
  0x14090a968  mov rax, rbx
  0x14090a96b  add rsp, 0x20
  0x14090a96f  pop rbx
  0x14090a970  ret
  0x14090a971  int3
  0x14090a972  int3
  0x14090a973  int3
  0x14090a974  int3
  0x14090a975  int3
  0x14090a976  int3
  0x14090a977  int3
  0x14090a978  int3
  0x14090a979  int3
  0x14090a97a  int3
  0x14090a97b  int3
  0x14090a97c  int3
  0x14090a97d  int3
  0x14090a97e  int3
  0x14090a97f  int3
  0x14090a980  xor eax, eax
  0x14090a982  ret
  0x14090a983  int3
  0x14090a984  int3
  0x14090a985  int3
  0x14090a986  int3
  0x14090a987  int3
  0x14090a988  int3
  0x14090a989  int3
  0x14090a98a  int3
  0x14090a98b  int3
  0x14090a98c  int3
  0x14090a98d  int3
  0x14090a98e  int3
  0x14090a98f  int3
  0x14090a990  mov rax, [rcx+0x18]
  0x14090a994  ret
  0x14090a995  int3
  0x14090a996  int3
  0x14090a997  int3
  0x14090a998  int3
  0x14090a999  int3
  0x14090a99a  int3
  0x14090a99b  int3
  0x14090a99c  int3
  0x14090a99d  int3
  0x14090a99e  int3
  0x14090a99f  int3
  0x14090a9a0  mov rax, [rcx+0x20]
  0x14090a9a4  ret
  0x14090a9a5  int3
  0x14090a9a6  int3
  0x14090a9a7  int3
  0x14090a9a8  int3
  0x14090a9a9  int3
  0x14090a9aa  int3
  0x14090a9ab  int3
  0x14090a9ac  int3
  0x14090a9ad  int3
  0x14090a9ae  int3
  0x14090a9af  int3
  0x14090a9b0  cmp [rcx+0x18], rdx
  0x14090a9b4  setz al
  0x14090a9b7  ret
  0x14090a9b8  int3
  0x14090a9b9  int3
  0x14090a9ba  int3
  0x14090a9bb  int3
  0x14090a9bc  int3
  0x14090a9bd  int3
  0x14090a9be  int3
  0x14090a9bf  int3
  0x14090a9c0  mov al, 0x01
  0x14090a9c2  ret
  0x14090a9c3  int3
  0x14090a9c4  int3
  0x14090a9c5  int3
  0x14090a9c6  int3
  0x14090a9c7  int3
  0x14090a9c8  int3
  0x14090a9c9  int3
  0x14090a9ca  int3
  0x14090a9cb  int3
  0x14090a9cc  int3
  0x14090a9cd  int3
  0x14090a9ce  int3
  0x14090a9cf  int3
  0x14090a9d0  mov [rsp+0x08], rbx
  0x14090a9d5  push rdi
  0x14090a9d6  sub rsp, 0x20
  0x14090a9da  mov eax, [rdx+0x08]
  0x14090a9dd  mov rbx, rdx
  0x14090a9e0  mov rdi, rcx
  0x14090a9e3  test eax, eax
  0x14090a9e5  jz 0x000000014090A9FE
  0x14090a9e7  mov rcx, [rdx]
  0x14090a9ea  test rcx, rcx
  0x14090a9ed  jz 0x000000014090A9F9
  0x14090a9ef  mov rax, [rcx]
  0x14090a9f2  xor edx, edx
  0x14090a9f4  call [rax]
  0x14090a9f6  mov eax, [rbx+0x08]
  0x14090a9f9  cmp eax, 0x03
  0x14090a9fc  jz 0x000000014090AA17
  0x14090a9fe  mov rcx, [rbx]
  0x14090aa01  xor r8d, r8d
  0x14090aa04  lea edx, [r8+0x30]
  0x14090aa08  call 0x0000000142A1E210
  0x14090aa0d  mov [rbx], rax
  0x14090aa10  mov dword ptr [rbx+0x08], 0x03
  0x14090aa17  mov rcx, [rbx]
  0x14090aa1a  test rcx, rcx
  0x14090aa1d  jz 0x000000014090AA4B
  0x14090aa1f  lea rax, [0x000000014518FE90]
  0x14090aa26  mov [rcx], rax
  0x14090aa29  mov rax, [rdi+0x10]
  0x14090aa2d  mov [rcx+0x10], rax
  0x14090aa31  lea rax, [0x000000014518FEE8]
  0x14090aa38  mov [rcx], rax
  0x14090aa3b  mov rax, [rdi+0x18]
  0x14090aa3f  mov [rcx+0x18], rax
  0x14090aa43  mov rax, [rdi+0x20]
  0x14090aa47  mov [rcx+0x20], rax
  0x14090aa4b  mov rbx, [rsp+0x30]
  0x14090aa50  add rsp, 0x20
  0x14090aa54  pop rdi
  0x14090aa55  ret
  0x14090aa56  int3
  0x14090aa57  int3
  0x14090aa58  int3
  0x14090aa59  int3
  0x14090aa5a  int3
  0x14090aa5b  int3
  0x14090aa5c  int3
  0x14090aa5d  int3
  0x14090aa5e  int3
  0x14090aa5f  int3
  0x14090aa60  mov rax, rcx
  0x14090aa63  mov rcx, [rcx+0x18]
  0x14090aa67  jmp [rax+0x20]
  0x14090aa6b  int3
  0x14090aa6c  int3
  0x14090aa6d  int3
  0x14090aa6e  int3
  0x14090aa6f  int3
  0x14090aa70  sub rsp, 0x28
  0x14090aa74  mov rax, rcx
  0x14090aa77  mov rcx, [rcx+0x18]
  0x14090aa7b  call [rax+0x20]
  0x14090aa7e  mov al, 0x01
  0x14090aa80  add rsp, 0x28
  0x14090aa84  ret
  0x14090aa85  int3
  0x14090aa86  int3
  0x14090aa87  int3
  0x14090aa88  int3
  0x14090aa89  int3
  0x14090aa8a  int3
  0x14090aa8b  int3
  0x14090aa8c  int3
  0x14090aa8d  int3
  0x14090aa8e  int3
  0x14090aa8f  int3
  0x14090aa90  push rbx
  0x14090aa92  sub rsp, 0x20
  0x14090aa96  mov rbx, rcx
  0x14090aa99  test dl, 0x01
  0x14090aa9c  jz 0x000000014090AAA8
  0x14090aa9e  mov edx, 0x28
  0x14090aaa3  call 0x000000014140BA20
  0x14090aaa8  mov rax, rbx
  0x14090aaab  add rsp, 0x20
  0x14090aaaf  pop rbx
  0x14090aab0  ret
  0x14090aab1  int3
  0x14090aab2  int3
  0x14090aab3  int3
  0x14090aab4  int3
  0x14090aab5  int3
  0x14090aab6  int3
  0x14090aab7  int3
  0x14090aab8  int3
  0x14090aab9  int3
  0x14090aaba  int3
  0x14090aabb  int3
  0x14090aabc  int3
  0x14090aabd  int3
  0x14090aabe  int3
  0x14090aabf  int3
  0x14090aac0  sub rsp, 0x28
  0x14090aac4  mov rax, [rcx]
  0x14090aac7  call [rax+0x30]
  0x14090aaca  test al, al
  0x14090aacc  setz al
  0x14090aacf  add rsp, 0x28
  0x14090aad3  ret
  0x14090aad4  int3
  0x14090aad5  int3
  0x14090aad6  int3
  0x14090aad7  int3
  0x14090aad8  int3
  0x14090aad9  int3
  0x14090aada  int3
  0x14090aadb  int3
  0x14090aadc  int3
  0x14090aadd  int3
  0x14090aade  int3
  0x14090aadf  int3
  0x14090aae0  push rbx
  0x14090aae2  sub rsp, 0x20
  0x14090aae6  mov rbx, rcx
  0x14090aae9  test dl, 0x01
  0x14090aaec  jz 0x000000014090AAF8
  0x14090aaee  mov edx, 0x08
  0x14090aaf3  call 0x000000014140BA20
  0x14090aaf8  mov rax, rbx
  0x14090aafb  add rsp, 0x20
  0x14090aaff  pop rbx
  0x14090ab00  ret
  0x14090ab01  int3
  0x14090ab02  int3
  0x14090ab03  int3
  0x14090ab04  int3
  0x14090ab05  int3
  0x14090ab06  int3
  0x14090ab07  int3
  0x14090ab08  int3
  0x14090ab09  int3
  0x14090ab0a  int3
  0x14090ab0b  int3
  0x14090ab0c  int3
  0x14090ab0d  int3
  0x14090ab0e  int3
  0x14090ab0f  int3
  0x14090ab10  mov rax, rsp
  0x14090ab13  mov [rax+0x10], rbx
  0x14090ab17  mov [rax+0x18], rsi
  0x14090ab1b  mov [rax+0x20], rdi
  0x14090ab1f  push rbp
  0x14090ab20  push r14
  0x14090ab22  push r15
  0x14090ab24  lea rbp, [rax-0x1A8]
  0x14090ab2b  sub rsp, 0x290
  0x14090ab32  movaps [rax-0x28], xmm6
  0x14090ab36  movaps [rax-0x38], xmm7
  0x14090ab3a  mov rax, [0x00000001473D54D8]
  0x14090ab41  xor rax, rsp
  0x14090ab44  mov [rbp+0x160], rax
  0x14090ab4b  mov r15, rcx
  0x14090ab4e  lea rdx, [0x0000000145192E50]
  0x14090ab55  lea rcx, [rbp+0xD0]
  0x14090ab5c  call 0x0000000140D780A0
  0x14090ab61  mov rbx, [0x00000001474AA5B0]
  0x14090ab68  lea rcx, [rbp-0x68]
  0x14090ab6c  call 0x00000001429F2C30
  0x14090ab71  movss xmm1, dword ptr [0x00000001451939BC]
  0x14090ab79  lea rcx, [rbp+0xF0]
  0x14090ab80  mov r9b, 0x01
  0x14090ab83  mov [rsp+0x20], rbx
  0x14090ab88  mov r8, rax
  0x14090ab8b  call 0x0000000142ACBF70
  0x14090ab90  lea rcx, [rbp+0xF0]
  0x14090ab97  call 0x0000000142ADC2F0
  0x14090ab9c  mov rbx, [rbp-0x60]
  0x14090aba0  mov edi, 0xFFFFFFFF
  0x14090aba5  test rbx, rbx
  0x14090aba8  jz 0x000000014090ABD6
  0x14090abaa  mov eax, edi
  0x14090abac  lock xadd [rbx+0x08], eax
  0x14090abb1  cmp eax, 0x01
  0x14090abb4  jnz 0x000000014090ABD6
  0x14090abb6  mov rax, [rbx]
  0x14090abb9  mov rcx, rbx
  0x14090abbc  call [rax]
  0x14090abbe  mov eax, edi
  0x14090abc0  lock xadd [rbx+0x0C], eax
  0x14090abc5  cmp eax, 0x01
  0x14090abc8  jnz 0x000000014090ABD6
  0x14090abca  mov rax, [rbx]
  0x14090abcd  lea edx, [rdi+0x02]
  0x14090abd0  mov rcx, rbx
  0x14090abd3  call [rax+0x08]
  0x14090abd6  lea rcx, [rbp-0x50]
  0x14090abda  call 0x00000001429F2C30
  0x14090abdf  movss xmm1, dword ptr [0x000000014519399C]
  0x14090abe7  lea rcx, [rbp+0xF0]
  0x14090abee  mov r8, rax
  0x14090abf1  call 0x0000000142AD4B40
  0x14090abf6  mov rbx, [rbp-0x48]
  0x14090abfa  test rbx, rbx
  0x14090abfd  jz 0x000000014090AC2D
  0x14090abff  mov eax, edi
  0x14090ac01  lock xadd [rbx+0x08], eax
  0x14090ac06  cmp eax, 0x01
  0x14090ac09  jnz 0x000000014090AC2D
  0x14090ac0b  mov rax, [rbx]
  0x14090ac0e  mov rcx, rbx
  0x14090ac11  call [rax]
  0x14090ac13  mov eax, edi
  0x14090ac15  lock xadd [rbx+0x0C], eax
  0x14090ac1a  cmp eax, 0x01
  0x14090ac1d  jnz 0x000000014090AC2D
  0x14090ac1f  mov rax, [rbx]
  0x14090ac22  mov edx, 0x01
  0x14090ac27  mov rcx, rbx
  0x14090ac2a  call [rax+0x08]
  0x14090ac2d  movss xmm6, dword ptr [0x0000000145193980]
  0x14090ac35  mov ecx, 0x0A
  0x14090ac3a  movss xmm7, dword ptr [0x0000000145193978]
  0x14090ac42  movaps xmm2, xmm6
  0x14090ac45  movaps xmm1, xmm7
  0x14090ac48  call 0x000000014090A820
  0x14090ac4d  lea rdx, [0x0000000145192E68]
  0x14090ac54  lea rcx, [rbp-0x38]
  0x14090ac58  call 0x0000000140D780A0
